payment_id,customer_id,amount,payment_method,bank,failure_reason,previous_success_count,previous_failure_count,retry_attempted,retry_delay_minutes,recovered,recovery_time_minutes,treatment_group
P03899,C02536,247.92,upi,Axis,network_error,4,2,0,0,0,,0
P03900,C00822,555.35,card,Other,timeout,2,0,1,60,0,,1
P03901,C01462,828.38,netbanking,SBI,bank_declined,1,1,0,0,0,,0
P03902,C01089,296.34,netbanking,HDFC,bank_declined,2,2,0,0,1,95.0,0
P03903,C00356,231.39,upi,Other,network_error,5,6,0,0,0,,0
P03904,C00235,462.84,wallet,Axis,insufficient_funds,2,1,1,30,1,236.0,1
P03905,C02275,1458.58,upi,SBI,insufficient_funds,1,3,0,0,1,125.0,0
P03906,C01549,247.29,wallet,HDFC,insufficient_funds,3,0,1,120,1,198.0,1
P03907,C02097,362.93,card,ICICI,timeout,3,5,0,0,1,37.0,0
P03908,C00118,214.11,netbanking,Other,bank_declined,6,5,1,30,0,,1
P03909,C02102,290.81,card,HDFC,bank_declined,4,3,1,60,0,,1
P03910,C01674,449.71,upi,HDFC,network_error,4,1,0,0,0,,0
P03911,C02613,444.35,upi,ICICI,limit_exceeded,7,1,0,0,1,224.0,0
P03912,C01068,71.74,netbanking,HDFC,timeout,4,4,0,0,0,,0
P03913,C02101,419.2,netbanking,Other,insufficient_funds,4,0,0,0,0,,0
P03914,C00558,1694.84,upi,SBI,bank_declined,8,0,1,10,1,218.0,1
P03915,C01816,544.41,netbanking,Other,insufficient_funds,4,2,0,0,1,155.0,0
P03916,C02006,415.18,netbanking,Axis,insufficient_funds,4,1,0,0,0,,0
P03917,C02916,330.99,card,HDFC,insufficient_funds,7,1,1,60,0,,1
P03918,C00398,258.1,netbanking,ICICI,bank_declined,7,2,1,120,0,,1
P03919,C00675,531.04,upi,Axis,insufficient_funds,6,2,0,0,0,,0
P03920,C00387,675.96,netbanking,HDFC,bank_declined,5,3,0,0,1,90.0,0
P03921,C02159,1664.27,card,HDFC,timeout,4,1,1,120,1,233.0,1
P03922,C02662,293.22,card,SBI,timeout,4,3,1,120,0,,1
P03923,C02065,1221.35,netbanking,ICICI,bank_declined,6,2,1,30,1,208.0,1
P03924,C00884,1188.86,card,Other,network_error,4,2,1,30,0,,1
P03925,C00541,371.22,upi,HDFC,bank_declined,3,2,0,0,0,,0
P03926,C00171,295.49,upi,Axis,bank_declined,9,0,1,30,0,,1
P03927,C02457,180.42,upi,ICICI,network_error,4,4,1,120,0,,1
P03928,C00740,504.16,upi,Other,bank_declined,6,2,1,60,1,164.0,1
P03929,C01402,402.92,upi,Axis,network_error,4,2,0,0,0,,0
P03930,C02906,1043.31,upi,ICICI,insufficient_funds,5,1,0,0,0,,0
P03931,C02278,630.87,card,SBI,network_error,2,1,0,0,0,,0
P03932,C00119,123.05,netbanking,Axis,timeout,4,4,0,0,1,15.0,0
P03933,C02832,471.05,netbanking,ICICI,limit_exceeded,6,3,0,0,0,,0
P03934,C02513,610.72,card,Other,insufficient_funds,1,4,1,120,0,,1
P03935,C02152,419.33,netbanking,HDFC,bank_declined,3,2,0,0,0,,0
P03936,C02746,919.16,card,ICICI,bank_declined,3,4,0,0,1,64.0,0
P03937,C01996,331.92,card,Axis,limit_exceeded,1,3,0,0,0,,0
P03938,C01706,1018.6,upi,Other,bank_declined,4,0,1,30,0,,1
P03939,C01723,334.2,upi,HDFC,insufficient_funds,5,3,1,60,0,,1
P03940,C02223,391.06,card,Other,insufficient_funds,6,1,0,0,1,232.0,0
P03941,C02793,1927.09,netbanking,HDFC,insufficient_funds,1,4,0,0,1,26.0,0
P03942,C01698,195.86,wallet,SBI,limit_exceeded,3,2,0,0,0,,0
P03943,C01445,526.2,wallet,SBI,network_error,3,2,0,0,0,,0
P03944,C01760,628.69,card,Other,bank_declined,4,1,1,120,0,,1
P03945,C01525,320.09,wallet,HDFC,limit_exceeded,2,2,1,60,0,,1
P03946,C00665,684.21,upi,HDFC,bank_declined,4,1,1,30,0,,1
P03947,C00033,825.09,netbanking,ICICI,limit_exceeded,4,1,1,10,1,213.0,1
P03948,C02103,599.18,wallet,ICICI,timeout,4,0,1,10,0,,1
P03949,C02567,564.9,upi,SBI,insufficient_funds,4,2,0,0,1,88.0,0
P03950,C02804,710.67,upi,SBI,bank_declined,6,3,0,0,1,24.0,0
P03951,C02060,290.98,upi,HDFC,timeout,9,2,0,0,0,,0
P03952,C01552,316.81,upi,HDFC,bank_declined,4,1,0,0,1,109.0,0
P03953,C00720,681.17,wallet,Axis,limit_exceeded,6,1,0,0,1,192.0,0
P03954,C02603,380.61,netbanking,ICICI,timeout,3,1,0,0,0,,0
P03955,C02421,475.66,upi,HDFC,timeout,6,4,1,30,1,216.0,1
P03956,C00484,84.22,card,HDFC,insufficient_funds,10,1,0,0,1,193.0,0
P03957,C00973,788.2,card,SBI,insufficient_funds,2,2,1,120,1,193.0,1
P03958,C02671,1246.01,upi,Other,network_error,2,1,1,30,1,223.0,1
P03959,C00307,756.33,card,SBI,network_error,4,2,1,60,1,218.0,1
P03960,C00457,842.2,netbanking,HDFC,insufficient_funds,4,1,1,10,0,,1
P03961,C02208,941.83,netbanking,ICICI,limit_exceeded,4,1,1,30,1,141.0,1
P03962,C00331,432.99,card,Other,limit_exceeded,2,2,1,60,0,,1
P03963,C02824,264.18,netbanking,Axis,bank_declined,6,4,1,10,0,,1
P03964,C00225,709.48,netbanking,SBI,network_error,4,4,0,0,1,212.0,0
P03965,C02777,1039.44,upi,Axis,network_error,8,2,1,120,1,126.0,1
P03966,C01480,230.75,upi,ICICI,insufficient_funds,2,0,1,30,1,228.0,1
P03967,C01083,814.8,netbanking,Other,insufficient_funds,2,0,1,10,1,30.0,1
P03968,C00644,602.89,upi,ICICI,timeout,4,1,0,0,1,216.0,0
P03969,C00616,456.04,upi,Other,bank_declined,9,2,0,0,0,,0
P03970,C00195,409.72,card,Axis,network_error,3,2,1,10,1,188.0,1
P03971,C00489,596.48,card,Axis,network_error,4,2,0,0,1,148.0,0
P03972,C02205,314.21,wallet,ICICI,bank_declined,1,1,0,0,1,218.0,0
P03973,C02658,4098.3,card,Other,insufficient_funds,4,5,0,0,1,184.0,0
P03974,C01250,194.43,upi,Axis,timeout,6,1,0,0,0,,0
P03975,C02460,82.86,wallet,Other,bank_declined,5,2,1,10,0,,1
P03976,C01103,604.31,netbanking,Axis,insufficient_funds,4,1,1,120,1,166.0,1
P03977,C01148,524.49,card,HDFC,insufficient_funds,5,2,0,0,0,,0
P03978,C02519,715.96,netbanking,Axis,insufficient_funds,1,3,0,0,1,141.0,0
P03979,C01242,66.73,netbanking,HDFC,insufficient_funds,3,1,1,10,1,25.0,1
P03980,C00516,136.53,card,ICICI,insufficient_funds,9,2,1,30,1,40.0,1
P03981,C01626,360.81,upi,HDFC,insufficient_funds,5,4,1,10,0,,1
P03982,C01128,911.41,netbanking,ICICI,insufficient_funds,3,1,1,10,0,,1
P03983,C00393,138.16,card,HDFC,network_error,3,3,1,10,0,,1
P03984,C00631,674.53,netbanking,ICICI,insufficient_funds,3,0,1,30,1,190.0,1
P03985,C01848,414.87,card,Axis,network_error,2,2,0,0,1,93.0,0
P03986,C02656,550.7,upi,SBI,timeout,2,3,0,0,0,,0
P03987,C00980,483.74,card,SBI,bank_declined,3,1,1,120,0,,1
P03988,C00434,486.63,netbanking,SBI,timeout,3,3,1,120,1,161.0,1
P03989,C02588,485.1,card,HDFC,insufficient_funds,6,4,1,60,0,,1
P03990,C00278,1067.47,card,SBI,bank_declined,3,2,1,120,1,158.0,1
P03991,C00233,504.88,card,ICICI,network_error,7,3,1,30,0,,1
P03992,C01553,1004.5,netbanking,HDFC,limit_exceeded,3,0,0,0,0,,0
P03993,C01595,362.04,card,HDFC,network_error,2,4,0,0,0,,0
P03994,C01114,1077.62,netbanking,Axis,bank_declined,3,3,1,10,0,,1
P03995,C02410,417.69,netbanking,ICICI,bank_declined,4,1,0,0,1,90.0,0
P03996,C00026,421.14,card,ICICI,bank_declined,6,3,1,30,0,,1
P03997,C01418,142.1,upi,Axis,network_error,5,1,0,0,0,,0
P03998,C02555,261.93,upi,Other,bank_declined,5,6,0,0,0,,0
P03999,C02315,301.57,upi,Axis,bank_declined,4,3,1,10,1,225.0,1
P04000,C00461,138.89,wallet,Other,timeout,2,3,0,0,0,,0
P04001,C02504,269.32,card,SBI,insufficient_funds,3,1,0,0,0,,0
P04002,C01092,797.01,netbanking,SBI,timeout,7,3,0,0,1,28.0,0
P04003,C01007,860.56,netbanking,SBI,timeout,0,4,0,0,1,170.0,0
P04004,C02911,151.46,card,SBI,limit_exceeded,3,5,0,0,0,,0
P04005,C01995,1577.75,upi,Axis,insufficient_funds,2,4,1,60,0,,1
P04006,C00491,886.55,netbanking,SBI,insufficient_funds,1,0,1,120,1,235.0,1
P04007,C01073,2113.72,upi,Axis,limit_exceeded,4,1,0,0,1,13.0,0
P04008,C02612,1069.08,upi,ICICI,insufficient_funds,2,2,0,0,1,191.0,0
P04009,C00216,1852.65,card,ICICI,bank_declined,1,3,0,0,0,,0
P04010,C01724,660.57,upi,HDFC,insufficient_funds,1,1,0,0,1,238.0,0
P04011,C01593,286.15,card,ICICI,timeout,4,0,0,0,0,,0
P04012,C02607,591.65,upi,Other,insufficient_funds,5,0,0,0,1,182.0,0
P04013,C00159,102.86,netbanking,Other,insufficient_funds,4,1,1,10,0,,1
P04014,C02537,440.27,card,SBI,network_error,4,2,0,0,0,,0
P04015,C00686,477.4,upi,HDFC,insufficient_funds,6,4,0,0,1,38.0,0
P04016,C02842,968.57,upi,Axis,network_error,3,4,1,10,0,,1
P04017,C01777,569.61,upi,Axis,network_error,4,0,1,60,0,,1
P04018,C02053,361.8,upi,Axis,network_error,3,1,1,120,1,87.0,1
P04019,C01844,185.23,card,SBI,timeout,6,5,0,0,1,129.0,0
P04020,C02409,290.98,upi,HDFC,network_error,6,6,0,0,1,215.0,0
P04021,C02507,421.24,upi,ICICI,insufficient_funds,2,2,1,10,0,,1
P04022,C02296,301.11,upi,ICICI,insufficient_funds,5,2,1,10,1,158.0,1
P04023,C01590,78.61,card,SBI,timeout,4,1,0,0,0,,0
P04024,C01697,488.74,card,Other,timeout,7,2,0,0,0,,0
P04025,C02994,355.57,upi,Axis,limit_exceeded,1,1,1,120,1,17.0,1
P04026,C02470,350.94,card,Other,insufficient_funds,6,2,1,30,0,,1
P04027,C01947,552.74,card,ICICI,insufficient_funds,3,2,0,0,0,,0
P04028,C02063,358.11,netbanking,SBI,network_error,3,3,1,10,0,,1
P04029,C02784,1047.49,card,Other,insufficient_funds,2,2,1,60,0,,1
P04030,C01146,294.06,upi,ICICI,bank_declined,8,3,1,30,0,,1
P04031,C02325,277.11,upi,SBI,timeout,4,4,1,120,1,116.0,1
P04032,C01582,289.84,card,Axis,bank_declined,5,2,1,60,0,,1
P04033,C02501,557.76,card,HDFC,insufficient_funds,1,1,1,10,0,,1
P04034,C02646,551.83,upi,ICICI,network_error,7,7,1,30,1,55.0,1
P04035,C02494,333.0,card,HDFC,insufficient_funds,6,1,1,120,0,,1
P04036,C02258,488.26,card,SBI,insufficient_funds,4,7,0,0,1,198.0,0
P04037,C02762,643.19,card,ICICI,insufficient_funds,2,3,0,0,0,,0
P04038,C02350,749.55,card,Axis,network_error,7,2,0,0,1,55.0,0
P04039,C01933,454.26,wallet,Axis,network_error,5,3,1,30,1,125.0,1
P04040,C01758,283.74,card,SBI,insufficient_funds,4,5,1,30,0,,1
P04041,C02051,284.02,upi,HDFC,insufficient_funds,4,1,1,10,0,,1
P04042,C00990,592.31,upi,Other,bank_declined,6,0,0,0,1,226.0,0
P04043,C01542,818.45,upi,Axis,timeout,5,2,1,10,1,5.0,1
P04044,C01117,547.58,upi,HDFC,limit_exceeded,3,3,0,0,0,,0
P04045,C02568,375.92,netbanking,HDFC,insufficient_funds,2,2,1,10,0,,1
P04046,C00493,330.69,netbanking,ICICI,timeout,4,2,0,0,0,,0
P04047,C00620,866.66,card,Other,insufficient_funds,5,1,0,0,1,109.0,0
P04048,C02379,208.67,card,SBI,insufficient_funds,9,2,0,0,1,46.0,0
P04049,C02381,353.25,wallet,Axis,bank_declined,1,3,0,0,0,,0
P04050,C02098,1350.17,netbanking,Other,network_error,5,1,1,60,1,229.0,1
P04051,C01547,1117.23,upi,HDFC,network_error,1,5,1,10,0,,1
P04052,C00863,566.87,netbanking,Other,insufficient_funds,1,2,1,120,1,203.0,1
P04053,C01692,350.64,upi,ICICI,limit_exceeded,5,2,0,0,0,,0
P04054,C01606,412.69,upi,ICICI,insufficient_funds,3,1,1,10,1,103.0,1
P04055,C02320,523.45,netbanking,HDFC,insufficient_funds,4,3,0,0,1,57.0,0
P04056,C00580,2154.74,upi,HDFC,bank_declined,2,2,0,0,0,,0
P04057,C01891,1009.29,netbanking,SBI,limit_exceeded,7,1,0,0,0,,0
P04058,C01276,920.02,upi,Axis,limit_exceeded,5,1,0,0,0,,0
P04059,C02608,442.01,netbanking,Axis,insufficient_funds,4,3,1,120,0,,1
P04060,C02744,348.13,upi,Other,insufficient_funds,5,1,0,0,1,13.0,0
P04061,C01856,429.34,netbanking,Axis,network_error,3,3,0,0,0,,0
P04062,C02494,989.2,upi,HDFC,network_error,3,3,1,120,0,,1
P04063,C01356,1537.98,upi,Other,network_error,2,3,0,0,1,179.0,0
P04064,C01163,271.18,netbanking,Axis,bank_declined,4,3,1,60,1,223.0,1
P04065,C00357,98.72,card,SBI,insufficient_funds,7,3,0,0,0,,0
P04066,C01625,413.43,wallet,HDFC,insufficient_funds,6,0,1,120,1,200.0,1
P04067,C02322,1035.57,upi,HDFC,timeout,2,5,1,10,1,154.0,1
P04068,C02007,330.49,upi,Axis,bank_declined,3,3,0,0,0,,0
P04069,C02359,676.46,upi,SBI,limit_exceeded,5,2,1,10,1,103.0,1
P04070,C00870,224.22,upi,SBI,bank_declined,4,1,0,0,0,,0
P04071,C00886,401.06,netbanking,ICICI,timeout,3,1,1,30,1,185.0,1
P04072,C02002,283.71,netbanking,HDFC,insufficient_funds,2,1,1,10,0,,1
P04073,C02202,442.77,netbanking,HDFC,timeout,2,1,0,0,1,127.0,0
P04074,C01414,568.0,upi,Axis,limit_exceeded,2,1,0,0,0,,0
P04075,C01284,799.24,upi,Axis,bank_declined,7,1,0,0,0,,0
P04076,C00620,367.38,netbanking,SBI,insufficient_funds,5,1,0,0,0,,0
P04077,C00883,222.4,netbanking,HDFC,insufficient_funds,3,2,1,10,0,,1
P04078,C00797,169.96,netbanking,Axis,limit_exceeded,6,0,0,0,1,179.0,0
P04079,C02173,1051.24,netbanking,SBI,bank_declined,4,0,1,10,0,,1
P04080,C01297,278.53,netbanking,HDFC,insufficient_funds,4,1,1,60,1,154.0,1
P04081,C00619,706.94,netbanking,ICICI,limit_exceeded,2,0,0,0,1,47.0,0
P04082,C01835,161.71,netbanking,HDFC,network_error,7,3,1,10,0,,1
P04083,C00245,1478.75,netbanking,ICICI,timeout,4,4,0,0,0,,0
P04084,C02896,3458.56,upi,HDFC,timeout,3,1,0,0,0,,0
P04085,C02498,620.56,netbanking,SBI,bank_declined,9,1,0,0,1,157.0,0
P04086,C00930,402.39,wallet,HDFC,limit_exceeded,2,1,0,0,0,,0
P04087,C01271,1349.04,card,Axis,network_error,8,1,0,0,0,,0
P04088,C00520,348.19,card,SBI,network_error,5,3,0,0,1,17.0,0
P04089,C02410,510.43,card,ICICI,bank_declined,1,5,1,30,0,,1
P04090,C00008,71.07,card,HDFC,limit_exceeded,7,0,1,10,0,,1
P04091,C02526,466.87,wallet,ICICI,limit_exceeded,4,0,0,0,1,176.0,0
P04092,C02020,1107.21,card,Axis,insufficient_funds,5,1,0,0,1,177.0,0
P04093,C00495,357.01,netbanking,SBI,insufficient_funds,3,4,0,0,1,150.0,0
P04094,C01630,361.09,netbanking,ICICI,timeout,1,0,0,0,1,106.0,0
P04095,C02881,363.04,netbanking,Other,insufficient_funds,1,1,1,30,1,233.0,1
P04096,C01063,1946.83,upi,HDFC,bank_declined,1,2,1,60,0,,1
P04097,C02641,577.76,upi,ICICI,network_error,7,1,1,60,1,187.0,1
P04098,C00187,506.33,card,Other,insufficient_funds,3,3,0,0,1,88.0,0
P04099,C02802,371.17,card,Other,limit_exceeded,3,2,0,0,1,172.0,0
P04100,C01878,1012.07,card,Axis,limit_exceeded,2,1,1,10,1,160.0,1
P04101,C02141,280.33,card,ICICI,limit_exceeded,5,3,1,30,0,,1
P04102,C00086,1188.48,upi,Axis,insufficient_funds,3,6,0,0,1,76.0,0
P04103,C00137,453.94,card,HDFC,insufficient_funds,3,0,1,30,0,,1
P04104,C02469,1118.77,upi,SBI,network_error,3,4,0,0,0,,0
P04105,C02122,380.59,netbanking,Other,timeout,4,0,0,0,1,151.0,0
P04106,C01637,873.75,upi,ICICI,bank_declined,8,2,0,0,1,153.0,0
P04107,C02219,718.95,upi,HDFC,insufficient_funds,5,0,0,0,0,,0
P04108,C01752,472.57,netbanking,ICICI,network_error,4,0,0,0,0,,0
P04109,C02218,1284.56,card,Other,bank_declined,1,2,1,120,0,,1
P04110,C01788,1220.65,netbanking,SBI,bank_declined,5,3,1,30,1,141.0,1
P04111,C00872,313.78,card,HDFC,bank_declined,3,2,1,30,1,146.0,1
P04112,C02370,298.31,card,Other,timeout,5,0,1,120,1,42.0,1
P04113,C02504,416.03,card,HDFC,network_error,2,0,1,120,0,,1
P04114,C00944,400.04,card,ICICI,bank_declined,5,3,1,10,0,,1
P04115,C01627,1020.06,card,Other,timeout,5,1,0,0,0,,0
P04116,C02838,633.35,wallet,Other,bank_declined,4,3,0,0,0,,0
P04117,C02661,262.53,upi,Other,limit_exceeded,3,3,1,30,0,,1
P04118,C02937,271.2,upi,SBI,bank_declined,4,4,0,0,0,,0
P04119,C00349,533.22,netbanking,Other,bank_declined,7,0,0,0,1,118.0,0
P04120,C01677,903.57,netbanking,HDFC,network_error,3,2,0,0,0,,0
P04121,C01197,1473.51,card,Other,bank_declined,6,2,0,0,1,37.0,0
P04122,C00010,555.69,netbanking,SBI,bank_declined,5,2,1,60,0,,1
P04123,C02788,451.7,wallet,SBI,insufficient_funds,5,2,0,0,0,,0
P04124,C01462,421.29,upi,ICICI,network_error,4,3,1,30,1,37.0,1
P04125,C00667,295.87,upi,HDFC,limit_exceeded,4,3,1,120,1,104.0,1
P04126,C02594,466.63,netbanking,Axis,network_error,9,3,0,0,0,,0
P04127,C01523,350.42,upi,HDFC,network_error,3,4,0,0,0,,0
P04128,C02177,370.15,wallet,Axis,timeout,7,6,1,120,0,,1
P04129,C00601,747.17,card,HDFC,limit_exceeded,8,4,0,0,1,186.0,0
P04130,C02653,179.87,netbanking,Other,bank_declined,2,1,1,30,0,,1
P04131,C00327,128.84,upi,Axis,bank_declined,3,2,0,0,1,198.0,0
P04132,C00980,253.18,upi,HDFC,bank_declined,3,0,0,0,1,169.0,0
P04133,C02452,857.59,netbanking,ICICI,insufficient_funds,1,3,0,0,0,,0
P04134,C00629,629.61,wallet,SBI,bank_declined,5,5,0,0,0,,0
P04135,C01630,951.95,card,HDFC,insufficient_funds,2,3,1,120,0,,1
P04136,C02766,155.22,wallet,HDFC,limit_exceeded,3,3,0,0,0,,0
P04137,C00274,705.29,card,SBI,timeout,3,0,0,0,0,,0
P04138,C00685,180.08,card,Axis,bank_declined,2,1,0,0,0,,0
P04139,C00116,231.16,card,Axis,bank_declined,3,1,0,0,1,162.0,0
P04140,C00861,198.75,wallet,Other,network_error,4,2,1,10,1,184.0,1
P04141,C02004,223.48,netbanking,Other,timeout,4,0,1,60,0,,1
P04142,C00693,3132.19,card,Other,timeout,3,1,0,0,0,,0
P04143,C01106,714.46,upi,ICICI,insufficient_funds,2,1,1,30,1,67.0,1
P04144,C02372,135.15,card,SBI,timeout,2,4,0,0,0,,0
P04145,C02162,163.95,netbanking,Axis,limit_exceeded,3,2,0,0,1,228.0,0
P04146,C01793,521.38,upi,ICICI,insufficient_funds,2,0,0,0,1,151.0,0
P04147,C00154,554.3,card,Other,timeout,4,4,0,0,1,156.0,0
P04148,C01901,315.7,netbanking,SBI,bank_declined,5,5,1,120,0,,1
P04149,C01428,1607.38,upi,Other,insufficient_funds,2,0,0,0,0,,0
P04150,C01290,264.27,netbanking,HDFC,network_error,6,2,0,0,1,8.0,0
P04151,C00315,944.28,upi,Other,network_error,4,4,0,0,1,130.0,0
P04152,C01065,870.47,upi,SBI,bank_declined,5,6,1,120,1,114.0,1
P04153,C00105,2649.88,upi,Axis,limit_exceeded,0,5,0,0,0,,0
P04154,C01925,2730.35,card,SBI,insufficient_funds,4,0,0,0,0,,0
P04155,C01914,800.97,card,Axis,network_error,4,1,1,10,0,,1
P04156,C01217,505.36,netbanking,SBI,bank_declined,3,3,1,60,1,183.0,1
P04157,C01425,632.77,netbanking,SBI,limit_exceeded,1,4,1,60,1,157.0,1
P04158,C02402,757.66,netbanking,Axis,insufficient_funds,4,3,0,0,0,,0
P04159,C01773,134.03,upi,HDFC,insufficient_funds,2,1,1,30,1,27.0,1
P04160,C01961,172.65,wallet,SBI,limit_exceeded,3,2,1,120,0,,1
P04161,C02781,974.91,upi,SBI,network_error,5,1,0,0,0,,0
P04162,C01604,1282.54,upi,ICICI,limit_exceeded,3,1,0,0,0,,0
P04163,C00709,1395.68,card,Other,bank_declined,7,2,0,0,1,49.0,0
P04164,C00651,424.51,netbanking,ICICI,network_error,3,6,0,0,0,,0
P04165,C02872,619.67,upi,SBI,network_error,2,3,0,0,0,,0
P04166,C00947,357.52,upi,SBI,limit_exceeded,2,2,1,120,1,84.0,1
P04167,C00661,1785.51,card,SBI,insufficient_funds,5,1,0,0,0,,0
P04168,C02147,375.44,card,HDFC,insufficient_funds,3,1,0,0,1,157.0,0
P04169,C02636,285.02,card,ICICI,network_error,5,3,1,120,0,,1
P04170,C02330,440.64,upi,Other,insufficient_funds,4,0,1,120,0,,1
P04171,C02451,374.69,card,HDFC,timeout,2,4,1,10,0,,1
P04172,C01133,468.59,netbanking,Axis,limit_exceeded,2,2,0,0,0,,0
P04173,C00700,926.62,netbanking,SBI,timeout,5,1,1,10,1,8.0,1
P04174,C02247,538.59,netbanking,HDFC,bank_declined,4,2,0,0,1,70.0,0
P04175,C02039,325.63,upi,Axis,timeout,7,4,1,120,0,,1
P04176,C02375,311.85,upi,SBI,network_error,4,3,0,0,0,,0
P04177,C02202,338.57,netbanking,HDFC,insufficient_funds,3,1,0,0,1,128.0,0
P04178,C00552,126.32,upi,SBI,network_error,4,5,1,60,1,175.0,1
P04179,C00405,927.77,card,ICICI,limit_exceeded,3,2,1,120,1,169.0,1
P04180,C00462,758.97,upi,SBI,bank_declined,5,2,0,0,1,172.0,0
P04181,C02180,1466.42,upi,Other,network_error,7,0,0,0,0,,0
P04182,C02839,643.23,upi,Other,insufficient_funds,8,5,0,0,1,179.0,0
P04183,C00874,171.65,card,SBI,timeout,3,2,0,0,0,,0
P04184,C00084,548.04,netbanking,HDFC,insufficient_funds,4,0,0,0,1,167.0,0
P04185,C01423,560.64,netbanking,Axis,network_error,4,2,0,0,1,25.0,0
P04186,C02802,828.19,card,Axis,network_error,5,3,1,120,0,,1
P04187,C02676,1734.58,upi,Other,network_error,3,1,1,30,1,199.0,1
P04188,C00221,207.58,netbanking,Other,bank_declined,6,3,1,30,0,,1
P04189,C02601,732.76,card,HDFC,network_error,3,1,1,120,1,71.0,1
P04190,C01392,437.98,card,ICICI,network_error,3,2,1,60,1,107.0,1
P04191,C00112,2975.14,upi,Other,bank_declined,4,3,1,60,0,,1
P04192,C00615,913.59,netbanking,Other,network_error,0,2,1,120,0,,1
P04193,C01582,409.93,netbanking,SBI,insufficient_funds,3,3,0,0,0,,0
P04194,C02972,1276.04,card,ICICI,network_error,11,4,0,0,1,107.0,0
P04195,C00475,414.89,upi,ICICI,timeout,3,1,0,0,0,,0
P04196,C02884,793.28,card,Other,bank_declined,5,0,1,30,1,151.0,1
P04197,C01914,376.06,upi,SBI,bank_declined,1,3,1,10,0,,1
P04198,C00271,519.18,upi,HDFC,insufficient_funds,4,6,1,30,0,,1
P04199,C02469,1201.64,upi,Axis,network_error,7,1,1,10,1,75.0,1
P04200,C01921,381.16,card,Other,insufficient_funds,7,2,1,120,1,140.0,1
P04201,C02755,58.86,card,Axis,network_error,3,1,0,0,0,,0
P04202,C01391,290.26,card,Axis,insufficient_funds,2,2,1,30,0,,1
P04203,C00040,1391.59,netbanking,Axis,insufficient_funds,3,0,1,120,0,,1
P04204,C01983,1494.62,card,Other,insufficient_funds,3,1,1,120,0,,1
P04205,C02237,298.46,card,HDFC,bank_declined,3,1,1,120,0,,1
P04206,C00994,161.49,wallet,ICICI,limit_exceeded,6,2,0,0,0,,0
P04207,C02013,355.23,card,SBI,network_error,4,1,1,10,0,,1
P04208,C02584,969.03,card,ICICI,timeout,4,4,0,0,0,,0
P04209,C00290,422.67,upi,SBI,insufficient_funds,5,4,0,0,1,70.0,0
P04210,C02481,122.38,card,ICICI,bank_declined,2,1,1,120,1,93.0,1
P04211,C02519,732.95,upi,Other,bank_declined,7,1,1,30,1,39.0,1
P04212,C02676,1014.87,card,Other,limit_exceeded,5,1,1,10,1,16.0,1
P04213,C00279,1492.24,card,Axis,network_error,3,1,1,30,1,226.0,1
P04214,C02925,116.38,wallet,SBI,bank_declined,3,1,1,60,0,,1
P04215,C00581,1098.23,card,HDFC,bank_declined,2,3,0,0,0,,0
P04216,C00863,561.39,upi,Other,timeout,3,2,0,0,0,,0
P04217,C00254,310.4,netbanking,SBI,limit_exceeded,6,0,1,30,1,38.0,1
P04218,C00181,155.5,wallet,Other,network_error,7,1,1,30,1,43.0,1
P04219,C00681,134.47,upi,HDFC,insufficient_funds,8,3,1,120,1,142.0,1
P04220,C00825,287.8,wallet,SBI,bank_declined,1,3,0,0,0,,0
P04221,C00700,278.48,netbanking,Axis,timeout,5,4,0,0,0,,0
P04222,C02614,457.42,upi,SBI,bank_declined,6,1,1,60,1,207.0,1
P04223,C01350,1389.22,upi,HDFC,network_error,5,4,0,0,0,,0
P04224,C01381,469.07,upi,Axis,network_error,4,1,0,0,1,198.0,0
P04225,C01674,167.42,upi,Other,limit_exceeded,4,0,0,0,0,,0
P04226,C02728,241.56,upi,Axis,bank_declined,3,2,0,0,1,140.0,0
P04227,C02439,623.02,card,Other,bank_declined,7,4,0,0,1,189.0,0
P04228,C01639,290.98,netbanking,HDFC,insufficient_funds,4,1,0,0,1,25.0,0
P04229,C01958,454.18,card,ICICI,timeout,9,2,1,60,1,5.0,1
P04230,C00212,1104.78,netbanking,ICICI,bank_declined,2,0,1,10,1,75.0,1
P04231,C01539,776.5,card,HDFC,timeout,0,1,1,120,0,,1
P04232,C00384,335.58,card,Other,insufficient_funds,3,4,0,0,1,82.0,0
P04233,C01715,247.86,netbanking,Axis,limit_exceeded,6,2,0,0,0,,0
P04234,C00342,1955.78,card,Other,limit_exceeded,3,3,1,60,1,92.0,1
P04235,C01839,301.78,netbanking,ICICI,bank_declined,4,1,0,0,0,,0
P04236,C01988,2627.9,netbanking,Axis,bank_declined,3,3,1,120,1,63.0,1
P04237,C00844,1530.72,card,SBI,network_error,4,1,1,10,1,128.0,1
P04238,C01535,462.78,card,ICICI,limit_exceeded,4,1,0,0,0,,0
P04239,C00420,209.79,card,HDFC,network_error,5,3,0,0,0,,0
P04240,C02799,506.2,netbanking,Axis,insufficient_funds,5,1,0,0,0,,0
P04241,C01989,1238.89,netbanking,Other,network_error,3,2,0,0,1,117.0,0
P04242,C01933,377.67,upi,SBI,bank_declined,7,1,0,0,1,17.0,0
P04243,C01850,195.94,card,ICICI,timeout,1,1,1,60,1,28.0,1
P04244,C00306,333.18,card,Axis,bank_declined,2,1,0,0,1,7.0,0
